Building ID,MapLot,Year Added,2016 Report Received,Report Type,Buildings Included,Assessor Address,Address Point GIS,Property Type,Primary Property Type - Self Selected,Year Built,Property GFA - Self Reported (ft2),Grantee,Co_grantee,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Indoor Water Intensity (All Water Sources) (gal/ft2)
597-11,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"110 Harvard St
Cambridge, MA
(42.36501380900006, -71.09307326099997)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
392-18,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
665-7,92-130,2015,Yes,Single,,80 Auburn Park,"48 Pilgrim St
Cambridge, MA
(42.361454329000026, -71.10291694799997)",Residential,Multifamily Housing,1990,15441,Massachusetts Institute Of Technology,C/O Mit Investment Management Comp.,,44187,150766,9938.203196,993820.3,,,,,,,,,,1144586.4,1129763.8,74.1,73.2,1516916.7,1501353,98.2,97.2,67.4,4.4,746.7,48.36
392-17,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
597-17,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"107 Portland St
Cambridge, MA
(42.364553096000066, -71.09282548499993)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
597-16,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"101 Washington St
Cambridge, MA
(42.364901848000045, -71.09635738599997)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
596-3,90-169,2016,Yes,Child,"596-2, 596-3",617 Massachusetts Ave,"619 Massachusetts Ave
Cambridge, MA
(42.36521428000003, -71.10332646199998)",Nonresidential,Residence Hall/Dormitory,1926,210228,"L&B Cip 625 Mass Ave, Llc", ,,,,,,,,,,,,,,,,,,,,,,,,,,
385-56,85-76,2016,No,Single,,284 Norfolk St,"288 Norfolk St
Cambridge, MA
(42.37130186300004, -71.09731230799997)",Nonresidential,,,,"Norshire Llc,", ,,,,,,,,,,,,,,,,,,,,,,,,,,
707-9,95-71,2016,Yes,Single,,12 Emily St,"12 Emily St
Cambridge, MA
(42.35972461700004, -71.10424606799995)",Nonresidential,Laboratory,1928,30965,Mit 12 Emily Street Llc,C/O Mit Investment Management Co,,,,,,,,,,,,,,,,,,,,,,,,,,
665-9,92-130,2015,Yes,Single,,80 Auburn Park,"41 Pilgrim St
Cambridge, MA
(42.361545180000064, -71.10296631199998)",Residential,Multifamily Housing,1990,6350,Massachusetts Institute Of Technology,C/O Mit Investment Management Comp.,,27385.9,93440.8,4087.01409,408701.4,,,,,,,,,,502142.2,496009.1,79.1,78.1,722540.7,716022.5,113.8,112.8,30.7,4.8,307.1,48.36
616-11,91-87,2016,Yes,Single,,489 Massachusetts Ave,"485 Massachusetts Ave
Cambridge, MA
(42.36405457400008, -71.10139633799997)",Nonresidential,Office,1926,39961,"Justmass Llc,",C/O Lincoln Property Co.,,,,,,,,,,,,,,,,,,,,,,,,,,
710-9,97-130,2015,Yes,Single,,150 Erie St,"150 Erie St
Cambridge, MA
(42.35961389100004, -71.10699556199995)",Residential,Multifamily Housing,1973,124302,Cambridge Housing Authority,,91,589453.9,2011217,55712.00381,5571200.4,,,,,,,,,101769,7929653.2,7792939,63.8,62.7,12512217.7,12247861.6,100.7,98.5,524.1,4.2,1972.6,13.89
665-17,92-126,2015,Yes,Single,,91 Sidney St,"91 Sidney St
Cambridge, MA
(42.36055214600003, -71.10229263299993)",Residential,Multifamily Housing,1999,159108,Massachusetts Institute Of Technology,Office Of The Treasurer,6,2075190,7080549,67314.74846,6731474.8,,,,,,,,,,13812023.8,13422996,86.8,84.4,29300972.4,28311230,184.2,177.9,1042.5,6.6,5651.8,35.52
411-9,80-165,2015,Yes,Parent,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,1972,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
354-3,81-95,2015,Yes,Child,"354-1, 354-6, 354-5, 354-4, 354-3, 354-2, 354-7",903 Cambridge St,"190 Willow St
Cambridge, MA
(42.373748318000025, -71.09159536499993)",Residential,Multifamily Housing,1950,226410,Cambridge Housing Authority,,36,1154511.9,3939195,199397.00716,19939700.7,,,,,,,,,,23878895.7,23841907.7,105.5,105.3,33305757.9,33266920.5,147.1,146.9,1440.2,6.4,16600,70.77
597-5,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"130 Harvard St
Cambridge, MA
(42.365308439000046, -71.09376133099994)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
597-8,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"161 Washington St
Cambridge, MA
(42.36494508100003, -71.09657241499997)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
411-3,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
665-10,92-130,2015,Yes,Parent,"665-10, 665-11",80 Auburn Park,"84 Auburn Pk
Cambridge, MA
(42.362682678000056, -71.10358953399998)",Residential,Multifamily Housing,1990,12240,Massachusetts Institute Of Technology,C/O Mit Investment Management Comp.,,46740.6,159478.9,7702.485067,770248.5,,,,,,,,,,929727.4,923479.7,76,75.4,1309524.8,1302661.9,107,106.4,56.3,4.6,644.1,52.62
411-22,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
411-20,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
392-13,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
411-29,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
392-23,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
381-20,85-1,2015,Yes,Parent,"381-20, 381-10, 385-1",147 Hampshire Street,"147 Hampshire Street
Cambridge, MA
(42.37126340000003, -71.09780183199996)",Municipal,Parking,1979,80763,City Of Cambridge,,,311808.9,1063892.2,61598.5150062,6159851.5,,,,,,,,,2742.2,7233100.1,7144442.7,215.2,212.6,9817821.9,9682844.3,292.1,288.1,430.1,12.8,11701.6,
652-2,92-118,2015,Yes,Single,,23 Sidney Street,"23 Sidney St
Cambridge, MA
(42.36218272700006, -71.10050936699997)",Residential,Multifamily Housing,2005,56631,Massachusetts Institute Of Technology,Office Of The Treasurer,33,589349.5,2010860.7,9641.52659,964152.7,,,,,,,,,,2975013.4,2922880,52.5,51.6,7326463,7177736.8,129.4,126.7,245.8,4.3,1675.7,29.59
381-10,85-63,2015,Yes,Child,"381-20, 381-10, 385-1",300 Norfolk Street,"300 Norfolk Street
Cambridge, MA
(42.37235200900005, -71.09669224399994)",Municipal,Parking,1979,80763,City Of Cambridge,,,311808.9,1063892.2,61598.5150062,6159851.5,,,,,,,,,2742.2,7233100.1,7144442.7,215.2,212.6,9817821.9,9682844.3,292.1,288.1,430.1,12.8,11701.6,
707-3,95-75,2016,Yes,Single,,99 Erie St,"99 Erie St
Cambridge, MA
(42.359054435000076, -71.10593609199998)",Nonresidential,Laboratory,1927,27960,Mit 99 Erie Llc C/O Are Equities Inc,C/O Are-Ma Region No. 33 Llc,,,,,,,,,,,,,,,,,,,,,,,,,,
707-6,95-74,2016,Yes,Single,,167 Sidney St,"167 Sidney St
Cambridge, MA
(42.358643001000075, -71.10460854899998)",Nonresidential,Laboratory,1965,26589,"Mit 170/171 Sidney Llc C/O Are Equities,",C/O Are-Ma Region No.23 Llc,,,,,,,,,,,,,,,,,,,,,,,,,,
411-23,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
597-12,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"100 Harvard St
Cambridge, MA
(42.36494387700003, -71.09294272199998)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
411-26,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
392-19,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
527-24,76-85,2015,Yes,Single,,243 Broadway,"243 Broadway
Cambridge, MA
(42.367276110000034, -71.09575049199998)",Residential,Multifamily Housing,1879,62428,Close Building Associates,,40,475912.4,1623813.5,31988.76687,3198876.7,,,,,,,,,,4822690.2,4753845.3,77.3,76.1,8457594.8,8334721.6,135.5,133.5,327,5.2,2137.2,
354-5,81-95,2015,Yes,Child,"354-1, 354-6, 354-5, 354-4, 354-3, 354-2, 354-7",903 Cambridge St,"380 Evereteze Way
Cambridge, MA
(42.37356066700005, -71.09225505699999)",Residential,Multifamily Housing,1950,226410,Cambridge Housing Authority,,36,1154511.9,3939195,199397.00716,19939700.7,,,,,,,,,,23878895.7,23841907.7,105.5,105.3,33305757.9,33266920.5,147.1,146.9,1440.2,6.4,16600,70.77
456-3,86-105,2015,Yes,Single,,89 Elm Street,"89 Elm Street
Cambridge, MA
(42.36897662300004, -71.09779950099994)",Municipal,K-12 School,1983,58323,City Of Cambridge,,61,362329.5,1236268.4,28615.865019,2861586.5,,,,,,,,,,4097854.9,4020273.8,70.3,68.9,6886548.7,6804288.7,118.1,116.7,271.6,4.7,39622.6,
652-1,92-119,2015,Yes,Single,,96-152 Green Street,"129 Franklin St
Cambridge, MA
(42.36244497200005, -71.10169587999997)",Residential,Multifamily Housing,2001,200041,"Forest City Enterprises, Inc.",C/O Real Estate Tax,88,1121214.6,3825584.8,52551.87378,5255187.4,,,,,,,,,,9080772.2,8918700.5,45.4,44.6,17530283,17160480.8,87.6,85.8,649.2,3.2,5582,27.9
385-1,85-63,2015,Yes,Child,"381-20, 381-10, 385-1",300 Norfolk Street,"300 Norfolk Street
Cambridge, MA
(42.37235200900005, -71.09669224399994)",Municipal,Parking,1979,80763,City Of Cambridge,,,311808.9,1063892.2,61598.5150062,6159851.5,,,,,,,,,2742.2,7233100.1,7144442.7,215.2,212.6,9817821.9,9682844.3,292.1,288.1,430.1,12.8,11701.6,
392-21,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
665-11,92-130,2015,Yes,Child,"665-10, 665-11",80 Auburn Park,"94 Brookline St
Cambridge, MA
(42.36161744300006, -71.10356889299999)",Residential,Multifamily Housing,1990,12240,Massachusetts Institute Of Technology,C/O Mit Investment Management Comp.,,46740.6,159478.9,7702.485067,770248.5,,,,,,,,,,929727.4,923479.7,76,75.4,1309524.8,1302661.9,107,106.4,56.3,4.6,644.1,52.62
370-5,84-101,2016,No,Single,,299-305 Prospect St,"1280 Cambridge St
Cambridge, MA
(42.37347208700004, -71.09910373299994)",Nonresidential,,,,"Ko, Nai Nan & Julia Koang Shih Ko,",Trs. Of K & K Realty Trust,,,,,,,,,,,,,,,,,,,,,,,,,,
411-28,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
354-4,81-95,2015,Yes,Child,"354-1, 354-6, 354-5, 354-4, 354-3, 354-2, 354-7",903 Cambridge St,"351 Evereteze Way
Cambridge, MA
(42.37327860800008, -71.09240541099996)",Residential,Multifamily Housing,1950,226410,Cambridge Housing Authority,,36,1154511.9,3939195,199397.00716,19939700.7,,,,,,,,,,23878895.7,23841907.7,105.5,105.3,33305757.9,33266920.5,147.1,146.9,1440.2,6.4,16600,70.77
597-2,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"150 Harvard St
Cambridge, MA
(42.36555545300007, -71.09434223399995)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
665-16,92-130,2015,Yes,Single,,80 Auburn Park,"115 Pacific St
Cambridge, MA
(42.36066418400003, -71.10292224199998)",Residential,Multifamily Housing,1990,6505,Massachusetts Institute Of Technology,C/O Mit Investment Management Comp.,,30846.7,105249.1,4093.518668,409351.9,,,,,,,,,,514601,511357.6,79.1,78.6,760301.6,756896.1,116.9,116.4,31.9,4.9,342.3,52.62
411-8,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
644-3,92-89,2015,Yes,Single,,428 Massachusetts Ave,"460 Massachusetts Ave
Cambridge, MA
(42.36375386700007, -71.10098490399997)",Residential,Retail Store,2008,28154,Massachusetts Avenue LLC,C/O MIT Investment Management Comp,,865533.4,2953200.3,45746.3958931,4574639.6,,,,,,,,,,7527839.9,7527839.9,267.4,267.4,14076420.5,14076420.5,500,500,528.7,18.8,1071.3,
411-1,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
616-6,91-118,2016,No,Single,,515 Massachusetts Ave,"515 Massachusetts Ave
Cambridge, MA
(42.36432497800007, -71.10187653799994)",Nonresidential,,,,"S-Bank Cambridge, Llc","C/O Cardinal Capital Partners, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
411-13,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
