Portfolio Manager ID,Property Name,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ft²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ft2),Source EUI (kBtu/ft2),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes,geom
3800033,23216-Philadelphia / Oxford AVE,19111,Non-Refrigerated Warehouse,103528,2000,1,884220900,564696.2,Not Available,Not Available,Not Available,100,5.5,17.1,69,71.5,,"6225 Oxford Ave
Philadelphia, Pennsylvania
(40.042250624000076, -75.08839845899996)"
3892303,Esperanza Center,19140,Worship Facility,29000,1970,1,884042149,264303.1,1219647.4,Not Available,Not Available,65,51.2,72.8,414,98.2,,"191-201 W Hunting Park Ave
Philadelphia, Pennsylvania
(40.01436532800005, -75.12967809999998)"
4056370,12th & Sansom,19107,Parking,78000,1960,1,883403000,990849.2,Not Available,Not Available,Not Available,Not Available,495.4,1555.6,105.4,125.5,,"123 s 12th st
Philadelphia, Pennsylvania
(39.94950451200003, -75.16036668999999)"
3954287,Bachmann Industries,19124,Distribution Center,115105,1950,2,884110150,1253439.1,3783861.9,Not Available,Not Available,Not Available,43.8,68.7,302.2,359.5,,"1400 East Erie Avenue
Philadelphia, Pennsylvania
(40.00567312600003, -75.10071993199995)"
1485534,154-TWO LOGAN SQUARE,19103,Office,808040,1988,1,883061805,74267025,Not Available,Not Available,Not Available,75,91.9,288.6,15205.7,9405,,"100 NORTH 18TH STREET
Philadelphia, Pennsylvania
(39.95598673400008, -75.16944547599996)"
3958808,"Sunny Spring, LLC",19102,Retail Store,93000,1920,0,883324400,4690947.3,Not Available,Not Available,Not Available,Not Available,50.4,158.4,766,594,,"1424 Chestnut St
Philadelphia, Pennsylvania
(39.950992745000065, -75.16520392699994)"
3960850,Penn Dion,19123,Other,90000,1900,1,884027115,701458.7,Not Available,Not Available,Not Available,Not Available,7.8,24.5,542.4,88.8,,"915 Spring Garden Street
Philadelphia, Pennsylvania
(39.961637524000025, -75.15363962599997)"
3892825,401 East Roosevelt Blvd,19120,K-12 School,73983,1950,1,776251000,563675.7,1044249.1,Not Available,Not Available,100,21.7,38.7,9,126.8,,"401 East Roosevelt Blvd
Philadelphia, Pennsylvania
(40.024697299000024, -75.13076683199995)"
3893742,Shop Rite Oxford Ave.,19111,Supermarket/Grocery Store,63342,1996,1,882842425,11930068.2,5383919.8,Not Available,Not Available,23,273.3,680.6,2319.7,1796.5,,"6301 Oxford Ave
Philadelphia, Pennsylvania
(40.044719040000075, -75.08872200399998)"
3762549,"27,27A-LeBow / CAT Engineering",19104,College/University,128347,1989,2,774525000,9983675.8,Not Available,Not Available,5060198.5,Not Available,117.2,291.7,12479,1712.3,,"3100-16 Market Street
Philadelphia, Pennsylvania
(39.95508145800005, -75.18545748899999)"
3597476,215 S. Broad,19107,Office,50456,1930,1,883026005,3491547.4,67843.6,Not Available,596437.8,49,82.4,232.9,1658.7,498.6,,"215 S. Broad St.
Philadelphia, Pennsylvania
(39.94893158200006, -75.16429565799996)"
1516994,Curtis Center,19106,Office,885786,1904,1,883002510,45275431.6,20866896.8,Not Available,Not Available,74,74.7,185.2,20362.8,6841,,"601 Walnut St.
Philadelphia, Pennsylvania
(40.027964018000034, -75.20714928899997)"
3849554,Gershel Family Real Estate,19136,Manufacturing/Industrial Plant,65000,1960,1,884255000,176826.6,7485.7,Not Available,Not Available,Not Available,2.8,8.7,383.8,22.8,,"7400 State Road
Philadelphia, Pennsylvania
(40.027448063000065, -75.02875213199997)"
3974305,PaperWorks Industries Inc,19127,Manufacturing/Industrial Plant,530000,1800,60,884084504,213476420.3,1123733030,Not Available,Not Available,Not Available,2523,3491,217164.7,86672.8,,"5000 Flat Rock Road
Philadelphia, Pennsylvania
(40.033610199000066, -75.23682515499996)"
3619725,Girard Square (North),19107,Office,407605,1916,2,883017900,16067285.4,Not Available,Not Available,3599831.1,Not Available,48.3,134.4,5203.4,2353.4,,"1100-1142 Market St. and 34 S. 11th St.
Philadelphia, Pennsylvania
(39.951728735000074, -75.15839092199997)"
3788376,HMS SCHOOL,19104,Other - Education,80000,1885,0,773594600,2447387.3,3740611.6,Not Available,Not Available,Not Available,77.3,145.2,Not Available,508.4,,"4400 Baltimore ave
Philadelphia, Pennsylvania
(39.94920140200003, -75.21136969399998)"
3795645,"Global Auto Processing Services, Inc.",19148,Distribution Center,72000,1985,2,781326600,7406029.2,6177064.3,Not Available,Not Available,Not Available,188.7,413.1,2609.2,1319.5,,"4 East Oregon Ave
Philadelphia, Pennsylvania
(39.91334619100007, -75.14443431999996)"
3637455,Everett Richardson,19150,Worship Facility,125000,2006,1,775107300,8571797,3239354.8,Not Available,Not Available,Not Available,94.5,242.5,603.9,1257.4,,"2800 West Cheltenham Avenue
Philadelphia, Pennsylvania
(40.07696643500003, -75.16355153999996)"
3642348,1420 Walnut,19102,Office,108000,1927,1,883039500,6911804.4,Not Available,Not Available,1548929.9,63,78.3,218.2,2326.3,1012.4,,"1420 Walnut Street
Philadelphia, Pennsylvania
(39.94946366700003, -75.16543438299993)"
3696900,4140 Woodland,19104,College/University,70000,1920,1,773499500,2005814.5,0,Not Available,Not Available,Not Available,28.7,90,193,254,,"4140 Woodland Ave
Philadelphia, Pennsylvania
(39.94700480700004, -75.20674788499997)"
3656455,Franklin Towne Charter Elementary School,19137,K-12 School,110000,2011,1,882126005,4252447.3,874482,Not Available,Not Available,66,46.6,129.7,713.6,584.9,,"4259 Richmond Street
Philadelphia, Pennsylvania
(39.99574374800005, -75.07649575399995)"
4142321,Penn Warwick Garage,19103,Parking,50000,1928,1,883421000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,"1708-16 Chancellor St
Philadelphia, Pennsylvania
(39.94936602900003, -75.16943327099995)"
3773931,WTXF TV,19106,Other - Technology/Science,84596,1971,1,883011500,14338411.4,Not Available,Not Available,3811142.8,Not Available,238.2,651.2,773.8,2153.2,,"330 Market Street
Philadelphia, Pennsylvania
(39.95030368100004, -75.14691375699994)"
3512113,20661,19121,Office,54931,1905,1,772616000,6730760.3,Not Available,1241889.6,Not Available,2,145.1,407.6,81,944.6,,"1601 JEFFERSON ST
Philadelphia, Pennsylvania
(39.97631492100004, -75.16185603299994)"
3851366,Honor Foods,19122,Refrigerated Warehouse,94500,1983,1,884080210,11049748.4,29394.6,Not Available,Not Available,14,117.2,367.5,1318.8,1400.9,,"1801 North 5th Street
Philadelphia, Pennsylvania
(39.97871203600005, -75.14310661799993)"
3882229,ttfop,19132,Non-Refrigerated Warehouse,59301,1940,1,111210310,268228.9,208563.5,Not Available,Not Available,86,8.3,18.4,177.1,45.1,,"2901 N 18th st
Philadelphia, Pennsylvania
(39.998043868000025, -75.16018573899999)"
3849500,Temple University Health System,19129,Office,238493,1917,1,883380850,20974754.8,3452122.4,Not Available,Not Available,46,102.4,291.4,4936.9,2839.4,,"2450 W. Hunting Park Avenue
Philadelphia, Pennsylvania
(40.00869440900004, -75.16933946599994)"
3330783,Bryant,19143,K-12 School,94235,1904,1,783087800,1093555.9,7296592.8,Not Available,Not Available,31,89,117.7,2505.5,525.7,,"6001 CEDAR AVE
Philadelphia, Pennsylvania
(39.95247383200007, -75.24284636099998)"
3637445,Avenue of the Arts,19102,Parking,243057,2002,1,883423600,4788810.2,2673519.6,Not Available,Not Available,Not Available,432,1033.1,1834.6,748.3,,"1501 Spruce Street
Philadelphia, Pennsylvania
(39.947277788000065, -75.16688740999996)"
1260373,07725-Pennypack Circle,19152,Supermarket/Grocery Store,50256,2002,1,882067000,7864025.4,3232300.2,Not Available,Not Available,75,220.8,558.9,830,1167.4,,"8200 Roosevelt Blvd
Philadelphia, Pennsylvania
(40.060085026000024, -75.04420166099999)"
3858153,DHL/PHL,19153,Not Available,Not Available,2005,0,884167016,1553064.3,3177108.6,Not Available,Not Available,Not Available,48.9,85,162.1,365.3,,"7600 Holstein Ave
Philadelphia, Pennsylvania
(39.90039950700003, -75.23019722999999)"
1467329,ARAMARK Tower,19107,Office,759072,1984,1,883308700,42694321.9,16667185,Not Available,Not Available,81,78.2,199.7,11458.7,6291.3,,"1101 Market Street
Philadelphia, Pennsylvania
(39.95178781900006, -75.15842735699994)"
3967891,Produce Garden,19125,Refrigerated Warehouse,58740,1950,1,884346250,1428945.6,Not Available,Not Available,Not Available,92,24.3,76.4,81.5,181,,"2041 - 2055 Coral Street
Philadelphia, Pennsylvania
(39.98196373400003, -75.13207000499995)"
3876067,centralized comprehensive human services,19102,Medical Office,106218,1896,1,883023400,3670090.5,Not Available,Not Available,2941227,68,62.2,141.8,2027.2,725.2,,"112 north Broad St
Philadelphia, Pennsylvania
(39.954947376000064, -75.16307566199998)"
3330738,Mastbaum CTE,19134,K-12 School,221000,1929,1,786145800,5432040.5,14779821.4,Not Available,Not Available,43,91.5,147.4,1089.4,1472.3,,"3116 FRANKFORD AVE
Philadelphia, Pennsylvania
(39.99213286300005, -75.11207688699994)"
1452163,American College of Physicians Headquarters,19106,Office,322610,1998,1,771523010,13874406.7,5912962,Not Available,Not Available,91,73.2,184.2,3274.2,2070.8,,"190 N. Independence Mall West
Philadelphia, Pennsylvania
(39.95433897100003, -75.14959396499995)"
3682893,Philadelphia Traffic Court,19123,Courthouse,80000,1946,0,883523020,3725610.6,Not Available,Not Available,Not Available,Not Available,46.6,146.2,2273.9,471.8,,"800 Spring Garden St
Philadelphia, Pennsylvania
(39.96153266700003, -75.15200223399995)"
4142072,U-Haul Moving and Storage of South Philadelphia (1201-21),19147,Self-Storage Facility,99140,1907,1,884005170,737544.1,726421.9,Not Available,Not Available,Not Available,14.8,31.1,36.6,137.3,,"1201-21 Washington Ave
Philadelphia, Pennsylvania
(39.93746413500003, -75.16311824099995)"
3512079,20592,19131,Office,52021,1905,1,774606005,6575899.8,Not Available,Not Available,Not Available,2,126.4,396.9,31,832.8,,"5160 LANCASTER AVE
Philadelphia, Pennsylvania
(39.97661829000003, -75.22552724099995)"
3330761,Forrest,19136,K-12 School,63250,1928,1,786039800,1320151.6,1484184.6,3829581.6,Not Available,32,104.9,151.3,462.1,530.2,,"7300 COTTAGE ST
Philadelphia, Pennsylvania
(40.033383677000074, -75.03768841699997)"
3783056,Admin - Rivera Building,60464,K-12 School,60464,1980,1,785547740,1549632.8,1996316,Not Available,Not Available,75,58.6,115.1,259.9,420.8,,"2603 N 5TH ST
Philadelphia, Pennsylvania
(39.99059527000003, -75.14052016599999)"
3958446,RITTER HALL,19122,College/University,111090,2000,1,777570000,2196181.6,6180,Not Available,11286882.1,Not Available,205.2,268.1,94.8,1768,,"1301 C.B. MOORE
Philadelphia, Pennsylvania
(39.95228311600005, -75.16244564499993)"
3751830,St. Matthew Church (correct),19149,K-12 School,140800,1937,4,778130000,1943987,7000805.9,Not Available,Not Available,75,63.5,95.6,2420.2,617.7,,"3000 Cottman Ave.
Philadelphia, Pennsylvania
(40.042275403000076, -75.05055419299998)"
4066664,Independence Seaport Museum,19106,Museum,100383,1995,1,781052550,211967.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,"211 S. Columbus Blvd
Philadelphia, Pennsylvania
(39.94517758400008, -75.14175437299997)"
3721175,The Center at 714 Market,19106,Office,226200,1900,4,771645110,12424798,Not Available,Not Available,Not Available,Not Available,54.9,172.5,40,1573.4,,"714 Market Street
Philadelphia, Pennsylvania
(39.95095759900005, -75.15230245099997)"
3965450,ANNENBERG and TOMLINSON THEATER,19122,College/University,120576,2000,1,777570800,8042821,44439.8,Not Available,13428918.1,Not Available,178.4,343.8,6862.4,2209.9,,"2020 N. 13TH
Philadelphia, Pennsylvania
(39.98357275300003, -75.15461426699994)"
3783006,Alt. Ed. Center (Hunting Park),19140,K-12 School,164000,2004,1,786160485,4416639.5,2344490.7,Not Available,Not Available,76,41.2,99.6,351.8,683.7,,"120 W HUNTING PARK AV
Philadelphia, Pennsylvania
(40.013964798000075, -75.12706212399996)"
3880929,9501 Pavillion,19114,Medical Office,68776,1989,1,883088901,1099587.6,429025.5,Not Available,Not Available,100,22.2,56.8,1944.5,162,,"9501 Roosevelt Blvd
Philadelphia, Pennsylvania
(40.08083581900007, -75.02826725199998)"
1238832,Three Parkway,19102,Office,610065,1970,1,883060510,29396283.9,566628.1,Not Available,10262410,85,65.9,172.5,8033.9,4661.4,,"1601-45 Cherry Street
Philadelphia, Pennsylvania
(39.95577091800004, -75.16628920399995)"
3858133,Germantown Women's Y,19138,Pre-school/Daycare,3248,1950,1,776670501,138990.9,610719.2,Not Available,Not Available,Not Available,230.8,331.8,216.8,50,,"1240 E. Chelten
Philadelphia, Pennsylvania
(40.051703015000044, -75.15836434899995)"
3707270,DUTTON ROAD ASSOC.,19154,Other,96000,1975,1,884282500,924179.1,1731055.4,Not Available,Not Available,Not Available,27.7,49.2,789.3,208.9,,"10901 DUTTON ROAD
Philadelphia, Pennsylvania
(40.089105302000064, -74.99023103199994)"
2704868,Southern Depot,19145,Other - Public Services,217000,1924,1,773628000,10485758.4,26881994.5,0,Not Available,Not Available,172.2,281.8,6249.2,2754.6,,"1900 Johnston Street
Philadelphia, Pennsylvania
(39.91650795100003, -75.17971784399998)"
2677144,100 Independence Mall West,191062399,Office,405095,1965,1,883013010,27479596.3,7154155.7,Not Available,2355470.6,91,91.3,238.5,4736,4215,,"100 Independence Mall West
Philadelphia, Pennsylvania
(39.949136348000025, -75.15081226099994)"
4035747,"1079_1328_834 Chestnut Street, Philadelphia",19107,Multifamily Housing,478920,1925,1,888054315,30626453.2,12836718.7,Not Available,Not Available,Not Available,90.8,228.9,24476.8,4559.7,,"834 Chestnut Street, Philadelphia
Philadelphia, Pennsylvania
(39.949670844000025, -75.15448364199995)"
4083183,Select Nutrition Distributors,19154,Distribution Center,110000,2000,1,884292596,5350889.5,1473937.1,Not Available,Not Available,35,62,166.8,441.2,755.8,,"2722 Commerce Way
Philadelphia, Pennsylvania
(40.11132771900003, -74.97840240099998)"
3673448,Charles Schober Company,19122,Non-Refrigerated Warehouse,83950,1923,1,884080331,119035.5,566043.2,Not Available,Not Available,Not Available,8.2,11.5,98.9,45.1,,"2024 North 2nd Street
Philadelphia, Pennsylvania
(39.92240809000003, -75.14981520299995)"
3279877,Penn Mutual Towers,19106,Office,1108655,1930,1,883006500,50413187.1,32102387.3,Not Available,Not Available,80,74.4,173.2,15518.3,8087.9,,"510 Walnut Street
Philadelphia, Pennsylvania
(39.94750871200006, -75.14994685799996)"
3856406,Hallahan High School,19103,K-12 School,101640,1911,1,772283000,1662395.3,5663967.7,Not Available,Not Available,79,72.1,109.9,1068.2,511.1,,"311 N. 19th Street
Philadelphia, Pennsylvania
(39.959905837000065, -75.17011224199996)"
3955149,3901 G street,19124,Distribution Center,108000,1950,1,884114000,180153.6,1989451,Not Available,Not Available,Not Available,20.1,24.6,6,128.4,,"3901 G street
Philadelphia, Pennsylvania
(40.007853243000056, -75.11303551999998)"
3330966,Prince Hall,19141,K-12 School,79000,1973,1,785259000,2968849.4,163623.8,3417340,Not Available,15,82.9,163.9,1113.6,638.3,,"6101-6167 N GRATZ
Philadelphia, Pennsylvania
(40.04753058700004, -75.15000628699994)"
3891054,Freedom International,19135,Distribution Center,54683,1965,1,884179500,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,"6601 New State Rd
Philadelphia, Pennsylvania
(40.020053603000065, -75.04305629299995)"
3983811,GLADFELTER,19122,College/University,181566,2000,1,777568800,5321706.6,7762.5,Not Available,8922762.1,Not Available,106.8,179.5,4329.1,1735.1,,"1115 W. POLETT WALK
Philadelphia, Pennsylvania
(39.98135576100003, -75.15454312599996)"
1619606,The Wanamaker Building,19107,Office,1706638,1902,1,882497505,72820064.1,809291.3,Not Available,20118980.9,80,67.5,182.5,24730.2,11046,,"100 Penn Square East
Philadelphia, Pennsylvania
(39.95221664800005, -75.16261747199997)"
3689997,Sysco Philadelphia Food Service Warehouse,19148,Refrigerated Warehouse,534870,1964,1,884142260,23033535.1,1836466.5,Not Available,Not Available,84,46.5,138.8,5589.9,3014.4,,"600 packer avenue
Philadelphia, Pennsylvania
(39.90884375300004, -75.15954986999998)"
3773257,Kimmel Center for the Performing Arts,19102,Performing Arts,468307,2001,1,772727205,22867705.1,35334963.2,Not Available,Not Available,Not Available,138.8,259.7,8340.9,4771.2,,"300 South Broad Street
Philadelphia, Pennsylvania
(39.958138045000055, -75.16238544499998)"
4100268,Crowne Plaza Philadelphia West,19131,Hotel,30000,1982,1,883750000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,"4010 City Ave
Philadelphia, Pennsylvania
(40.008219989000054, -75.21135019099995)"
3894029,Saint Pauls Church,19118,Worship Facility,59600,1928,1,775110000,422461.6,2456839.2,Not Available,Not Available,80,48.3,65.5,164.5,183.9,,"22 East Chestnuthill Avenue
Philadelphia, Pennsylvania
(40.079095116000076, -75.20946203699998)"
1960820,02152 - Three Crescent Drive,19112,Office,95800,2008,1,788013000,9489167.8,12204.1,Not Available,Not Available,Not Available,99.2,311.2,2370,1202.3,"Four story multi-tenanted LEED Gold office building, including a surgical center that occupies 16% of the building but accounts for 50% of the total energy consumption.  ","Three Crescent Drive
Philadelphia, Pennsylvania
(39.896102434000056, -75.17571685399997)"
4134811,Diamond Green,19122,Multifamily Housing,129330,2012,1,881147275,5568230.5,1530710.5,Not Available,Not Available,Not Available,54.9,147.6,7016.1,786.3,,"1000 Diamond St
Philadelphia, Pennsylvania
(39.983802817000026, -75.14980367999993)"
3330968,Bethune,19140,K-12 School,99420,1970,1,785367600,3137480.4,1700736.7,2418174.1,Not Available,50,73,141.6,2647.3,667,,"3301 OLD YORK RD
Philadelphia, Pennsylvania
(40.00340407600004, -75.14873324099995)"
3966784,3031 Red Lion Rd.,19114,Refrigerated Warehouse,91828,1971,1,884289001,1632824.2,3562169.8,Not Available,Not Available,89,56.6,96.6,111.1,395.9,,"3031 Red Lion Rd.
Philadelphia, Pennsylvania
(40.08154397000004, -74.99893196499994)"
3954726,Roosevelt Mall,19149,Retail Store,313000,1960,1,882065510,7326065.6,2097491.6,Not Available,Not Available,96,30.1,80.5,1175.8,1039.1,,"2327-83 Cottman Ave
Philadelphia, Pennsylvania
(40.04744677300005, -75.05939448099997)"
3330803,Anderson,19143,K-12 School,68235,1963,1,783782600,1003274.4,156236.8,2558357.6,Not Available,59,54.5,86.4,812.3,325.2,,"1034 SOUTH 6OTH ST
Philadelphia, Pennsylvania
(39.935644171000035, -75.15380436999999)"
3512082,20597,19118,Office,64512,1905,1,775619505,3802892.4,Not Available,Not Available,Not Available,47,58.9,185.1,24,481.6,,"8318 GERMANTOWN AVE
Philadelphia, Pennsylvania
(40.074705178000045, -75.20428471699995)"
2858164,Pine Residence Hall,19102,Residence Hall/Dormitory,53577,1920,1,772516000,2579544.7,842275.7,Not Available,Not Available,Not Available,63.9,167.7,2744.8,371.4,,"1500-02 Pine Street
Philadelphia, Pennsylvania
(39.945759923000026, -75.16688030199998)"
